input,correction,target
"En la escena final, a Belle y al príncipe bailan con los sirvientes que están mirando felices.","En la escena final, Belle y el príncipe bailan con los sirvientes que están mirando felices.","En la escena final, Belle y el príncipe bailan con los sirvientes que están mirando felices."
Tengo TOKEN_ANONIMO anos.,Tengo ANÓNIMO token años.,Tengo TOKEN_ANONIMO años.
"Yo quiero visitar España, England, France, y Italy.","I want to visit Spain, England, France, and Italy.","Quiero visitar España, Inglaterra, Francia, e Italia."
Ella es un red eared slider en ingles.,"La red eared slider se refiere al término inglés para ""red eared slider"". 

Nota: La corrección correcta sería ""es"" por la coincidencia de géneros, pero si fuera un masculino el término sería ""era"".",Es una tortuga de orejas rojas.
Él ha pasado por muchas cosas en su vida pero aún así ha hecho algo por sí mismo.,"Él ha pasado por muchas cosas en su vida, pero aún así ha hecho algo por sí mismo.","Ha pasado por muchas cosas en su vida, pero aún así ha hecho algo por sí mismo."
Mucho del tiempo solamente dije que está en mi cerebro.,Muy pocos momentos solo dije que estaba en mi cerebro.,Mucho del tiempo solamente digo lo que está en mi cerebro.
Él es muy en forma y fuerte.,Él es muy en forma y fuerte.,Está muy en forma y fuerte.
Esa una persona que me encantaría conocer en persona.,Esa es una persona que me encantaría conocer en persona.,Les enseñaba que hay muchas personas que no tienen dinero y hasta donaba diariamente a su comunidad.
Ellos vieron muchas países en todas las esquinas del mundo.,Eles vieron muchos países en todas las esquinas del mundo.,Vieron muchos países en todas las esquinas del mundo.
Gustamos probar comidas y bebidas nuevas.,Me encanta probar comidas y bebidas nuevas.,Nos gusta probar comidas y bebidas nuevas.
"No sé mucho sobre Charlie Chaplin, pero sí sé que fue un famoso actor de comedia y es un ícono en la industria del cine.","No conozco mucho sobre Charlie Chaplin, pero sí sé que fue un famoso actor de comedia y es un ícono en el cine.","No sé mucho sobre Charlie Chaplin, pero sí sé que fue un famoso actor de comedia y es un icono en la industria del cine."
Encendí la radio y era estática.,Encendí la radio y había esténcia.,Encendí la radio y estaba estática.
Su más acción famoso es La Marcha Hacia Washington en 1963 para la igualidad de trabajo y liberdad.,Su acción más famosa fue La Marcha hacia Washington en 1963 por la igualdad de trabajo y la libertad.,Su acción más famosa es La Marcha Hacia Washington en 1963 para la igualdad de trabajo y libertad.
Yo era una niña que tener mucha energía.,Yo era una niña que tenía mucha energía.,Me gustaba correr y bailar.
"Asique, César Chávez sabìa que tenìa que ayudarlos.","Acaso, César Chávez sabía que tenía que ayudarlos.","En 1962, César Chávez creó una organización por los derechos de trabajadores agricultores que se llama National Farm Workers Association."
"Cada día, nadaría en la mañana antes de la desayuno y después jugaría fútbol en la playa con mis amigos nuevos.","Cada día, nadaría en la mañana, justo antes del desayuno y luego jugaría fútbol en la playa con mis nuevos amigos.","Cada día, nadaría en la mañana antes del desayuno y después jugaría fútbol en la playa con mis amigos nuevos."
Mi novia le gusta estudiar y leer libros.,Mi novia le gustan estudiar y leer libros.,A mi novia le gusta estudiar y leer libros.
Una historia hermosa sería es una que tenga un final feliz.,Una historia hermosa sería aquella que tiene un final feliz.,Una historia hermosa es aquella que tiene un final feliz.
Ella escucha a todas mis experiencias en colegio y yo escucho a sus historias de la escuela secundaria.,Ella escucha mis experiencias en el colegio y yo escucho a sus historias de la escuela secundaria.,Ella escucha todas mis experiencias en la universidad y yo escucho sus historias de la escuela secundaria.
Iré a las tiendas y compraré recuerdos.,Iré a las tiendas y compraré algunos recuerdos.,Iré a las tiendas y compraré recuerdos.
Tengo TOKEN_ANONIMO TOKEN_ANONIMO años y tengo tres hermanos: dos menores que yo y una mayor.,Tengo treinta años y tengo tres hermanos: dos menores que yo y una mayor.,"Tengo TOKEN_ANONIMO TOKEN_ANONIMO Nací en TOKEN_ANONIMO, TOKEN_ANONIMO pero he pasado mi vida entre TOKEN_ANONIMO y los TOKEN_ANONIMO TOKEN_ANONIMO."
Soy corto y trato hacer atlético también.,Soy corto y trato de hacer deporte también.,Soy baja y trato de ser atlética también.
Voy a volar a dondequiera que ella actúa.,Voy a seguir ella dondequiera que ella actúe.,Voy a volar a dondequiera que actúe.
"Un tio esta casado y tiene tres hijos, ellos son mis primos.",Un tío mío está casado y tiene tres hijos; ellos son mis primos.,"Uno está casado y tiene tres hijos, mis primos."
Creo que cada vida y cada persona merece sentir feliz.,Creo que cada vida y cada persona merecen sentirse felices.,Creo que cada persona merece sentirse feliz.
Él es muy alto y canta muy bien.,Es él quien es muy alto y canta muy bien.,Él es muy alto y canta muy bien.
"Patroclus conoció a Achilles después de que su padre, un rey, lo enviara al reino del padre de Achilles.","Patroclus conoció a Aquiles después de que su padre, un rey, lo envió al reino del padre de Aquiles.","Patroclus conoció a Achilles después de que su padre, un rey, lo enviara al reino del padre de Achilles."
"Cuando llegó a su trabajo, su jefe estaba enfada.","Cuando llegó a su trabajo, su jefe estaba enojado.","Cuando llegó a su trabajo, su jefe estaba enfada."
Ella dijo Jordan este y escondió.,Ella dijo a Jordan que él era su y lo escondió.,"Después de varios minutos, Jordan recibió una respuesta de Casandra."
La naturaleza es la cosa más fácil y más bonita para sacar fotos de.,La naturaleza es la cosa más fácil y más bonita para sacar fotos.,La naturaleza es la cosa más fácil y más bonita para sacar fotos.
Luego vio a TOKEN_ANONIMO junto al arroyo.,Luego vio a Token_Anónimo junto al arroyo.,Luego vió a TOKEN_ANONIMO junto al arroyo.
Roosevelt dijo que el no quería matar el osezno amarado así no era en el espíritu deportivo.,"No hay cambios necesarios, la frase está correcta.",Roosevelt dijo que él no quería matar al osezno amarrado así no era en el espíritu deportivo.
Tengo los labios rosados llenos con los ojos muy marrones.,Tengo los labios llenos de color rojo y los ojos muy marrones.,Tengo los labios rosados llenos con los ojos muy marrones.
"También tenemos un perro que se llama TOKEN_ANONIMO, el es un labrador retriever.","También tenemos un perro que se llama Token_Anónimo, él es un Labrador Retrievers.","También tenemos un perro que se llama TOKEN_ANONIMO, es un labrador retriever."
"Ella le gusta cocinar, le gusta caminar en los parques, y le gusta montar a caballo.","A ella le gustan cocinar, caminar en los parques, y montar a caballo.","A ella le gusta cocinar, le gusta caminar en los parques, y le gusta montar a caballo."
Fuimos a una caminata que es muy peligrosa y la gente ha muerto porque los acantilados son empinados.,"Fue una caminata muy peligrosa, donde la gente ha muerto debido a que los acantilados son empinados.",Fuimos a una caminata que es muy peligrosa y la gente ha muerto porque los acantilados son empinados.
Yo compro mitones y bufanda también.,Yo compro mitones y una bufanda también.,Compro mitones y bufandas también.
Una persona especial en mi vida es mi novio.,Una persona especial en mi vida es mi novia.,Una persona especial en mi vida es mi novio.
Él es calvo y feo.,Él es calvo y feo.,Es calvo y feo.
"Toda mi vida he sido alta y flaca, eso lo heredé de mi padre.","Toda mi vida ha sido alta y flaca, eso lo heredé de mi padre.","Toda mi vida he sido alta y flaca, eso lo heredé de mi padre."
Soy muy relajada y contenta.,Soy muy relajada y muy contenta.,Estoy muy relajada y contenta.
"Una personaje muy imporante de my vida es mi hermana menor, TOKEN_ANONIMO.","Un personaje muy importante de mi vida es mi hermana menor, Token_Anónimo.","﻿Una personaje muy imporante de my vida es mi hermana menor, TOKEN_ANONIMO."
Son las once de manana y es hora del desayuno!,Hoy son las once de la mañana y es hora del desayuno.,"También a las once, la princesa TOKEN_ANONIMO salía de palacio para ir a dar un paseo mañanero."
"Yo soy de TOKEN_ANONIMO, TOKEN_ANONIMO y vivía aquí toda mi vida.","Soy de TOKEN_ANONIMO, TOKEN_ANONIMO y he vivido aquí toda mi vida.","Soy de TOKEN_ANONIMO, TOKEN_ANONIMO y he vivido aquí toda mi vida."
Poder tomar estas clases en la universidad me ha ayudado con mi identidad.,Poder tomar esas clases en la universidad me ha ayudado a encontrar mi identidad.,"Creciendo, nunca me sentí representada en la ""media"" o en los libros de historia mexicanos o americanos."
Es me segunda año en la universidad.,Soy segundo año en la universidad.,Es mi segundo año en la universidad.
He sido un gran admirador de Beyoncé desde que era una niña pequeña.,He sido un gran admirador de Beyoncé desde que era una niña pequeña.,He sido una gran admiradora de Beyoncé desde que era una niña pequeña.
Kobe tiene el record por jugar viente anos con el mismo equipo.,Kobe tiene el récord por jugar veinte años con el mismo equipo.,"Kobe tiene el récord de jugar veinte años con el mismo equipo, más que cualquier otro jugador."
"En 1925, Frida estuvo herida en un accidente de autobús.","En 1925, Frida se encontró herida en un accidente de autobús.","En 1925, Frida estuvo herida en un accidente de autobús."
"No mucho, pero suficiente para que se sienta llena.","No es mucha, pero es suficiente para que se sienta llena.","No mucha, pero suficiente para que se sienta llena."
Después de comer el plato fuerte yo comería el postre y me iría a dormir al hotel.,"Después de comer el plato fuerte, yo comería el postre y me iría a dormir en el hotel.",Después de comer el plato fuerte comería el postre y me iría a dormir al hotel.
Hay numerosos restaurantes y sala de juegos recreativos y bares famosos.,Hay numerosos restaurantes y salas de juegos recreativas y bares famosos.,Hay numerosos restaurantes y sala de juegos recreativos y bares famosos.
Siempre dicen que me echan mucho de menos mientras vivía en TOKEN_ANONIMO para estudiar.,Siempre dicen que me echan mucho de menos cuando vivo en un lugar anónimo para estudiar.,Siempre dicen que me echan mucho de menos mientras estoy en TOKEN_ANONIMO para estudiar.
Soy más a mejor leyendo que escuchando.,Soy más capaz de leer que escuchar.,Se me da mejor leer que escuchar.
"¡La mayoría de la gente pensó que era cómico, pero algunos se ofendieron!","La mayoría de la gente pensó que era cómico, pero algunos se ofendieron también.","¡La mayoría de la gente pensó que era cómico, pero algunos se ofendieron!"
Brad es muy guapo y talentoso.,Brad es muy guapo y es muy talentoso.,Brad es muy guapo y talentoso.
Me gusta INFINTE más que BTS.,Me gustan más que BTS.,Me gusta INFINTE más que BTS.
Al niño le gusta jugar al fútbol y correr con sus amigos.,A un niño le gusta jugar al fútbol y correr con sus amigos.,Al niño le gusta jugar al fútbol y correr con sus amigos.
"En la prueba, TOKEN_ANONIMO anoto cada canasta y el entrenador esta muy impresionado.","En la prueba, el entrenador está muy impresionado de queTOKEN_ANONIMO anota cada canasta.","En la prueba, TOKEN_ANONIMO anotó cada canasta y el entrenador estaba muy impresionado."
"          Una historia terrible puede delinearse de muchas maneras diferentes, pero la peor de todas es la historia de la traición.","Una historia terrible se puede delinear de muchas maneras diferentes, pero la peor de todas es la historia de la traición.","Una historia terrible puede delinearse de muchas maneras diferentes, pero la peor de todas es la historia de la traición."
